DocEntry;DocNum;CardCode;CardName;GroupCode;GroupName;Country;CountryName;State1;StateName;City;DocDate;SlpCode;DocCur;DocRate;DocTotal;DocTotalFC;ItemCode;ItmsGrpCod;ItmsGrpNam;ItemName;Quantity;WhsCode;StockPrice;PriceBefDi;DiscPrcnt;Price;LineTotal
246;246;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Feb 18, 2010 12:00:00.0 AM;2;$;1;6,772.4;0;LM4029;100;Items;LeMon 4029 Printer;9;01;192.63;300;0;300;2,700
246;246;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Feb 18, 2010 12:00:00.0 AM;2;$;1;6,772.4;0;A00001;103;Accessories;IBM Infoprint 1312;7;01;302.89;500;0;500;3,500
247;247;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Feb 4, 2010 12:00:00.0 AM;3;$;1;12,262.5;0;A00002;113;Agro;IBM Infoprint 1222;5;01;151.95;250;0;250;1,250
247;247;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Feb 4, 2010 12:00:00.0 AM;3;$;1;12,262.5;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;10;01;221.85;375;0;375;3,750
247;247;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Feb 4, 2010 12:00:00.0 AM;3;$;1;12,262.5;0;A00004;102;Rainbow Printers;Rainbow Color Printer 5.0;10;01;371.17;625;0;625;6,250
248;248;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 28, 2010 12:00:00.0 AM;5;$;1;7,287.5;0;A00005;102;Rainbow Printers;Rainbow Color Printer 7.5;5;01;281;500;0;500;2,500
248;248;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 28, 2010 12:00:00.0 AM;5;$;1;7,287.5;0;C00001;100;Items;Motherboard BTX;5;01;283.77;500;0;500;2,500
248;248;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 28, 2010 12:00:00.0 AM;5;$;1;7,287.5;0;C00002;100;Items;Motherboard MicroATX;5;01;211.43;375;0;375;1,875
249;249;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Mar 8, 2010 12:00:00.0 AM;2;EUR;1.3866;1,490.63;1,075.03;C00003;100;Items;Quadcore CPU 3.4 GHz;5;01;90.88;162.5;0;162.5;812.5
249;249;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Mar 8, 2010 12:00:00.0 AM;2;EUR;1.3866;1,490.63;1,075.03;C00004;100;Items;Tower Case with Power supply;5;01;24.47;43.75;0;43.75;218.75
249;249;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Mar 8, 2010 12:00:00.0 AM;2;EUR;1.3866;1,490.63;1,075.03;C00005;100;Items;WLAN Card;5;01;43.97;75;0;75;375
250;250;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jun 4, 2010 12:00:00.0 AM;5;CAN;0.818438;5,362.5;6,552.12;C00006;100;Items;Gigabit Network Card;5;01;10.46;22.5;0;22.5;112.5
250;250;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jun 4, 2010 12:00:00.0 AM;5;CAN;0.818438;5,362.5;6,552.12;C00007;100;Items;Hard Disk 3TB;5;01;361.05;750;0;750;3,750
250;250;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jun 4, 2010 12:00:00.0 AM;5;CAN;0.818438;5,362.5;6,552.12;C00008;100;Items;Computer Monitor 24" HDMI;5;01;143.51;300;0;300;1,500
251;251;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Feb 15, 2010 12:00:00.0 AM;4;CAN;0.818438;770;940.81;C00009;100;Items;Keyboard Comfort USB;10;01;14.25;35;0;35;350
251;251;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Feb 15, 2010 12:00:00.0 AM;4;CAN;0.818438;770;940.81;C00010;100;Items;Mouse USB;10;01;14.11;35;0;35;350
251;251;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Feb 15, 2010 12:00:00.0 AM;4;CAN;0.818438;770;940.81;C00011;100;Items;Memory DDR RAM 8GB;1;01;29.85;70;0;70;70
252;252;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;May 27, 2010 12:00:00.0 AM;2;$;1;420.83;0;I00001;100;Items;Blu-Ray Disc 10-Pack;9;01;2.15;3.75;0;3.75;33.75
252;252;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;May 27, 2010 12:00:00.0 AM;2;$;1;420.83;0;I00002;100;Items;Blu-Ray DL Disc 10-Pack;7;01;8.67;15;0;15;105
252;252;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;May 27, 2010 12:00:00.0 AM;2;$;1;420.83;0;I00003;100;Items;USB Flashdrive 128GB;10;01;14.81;25;0;25;250
253;253;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 10, 2010 12:00:00.0 AM;3;$;1;2,588.75;0;I00004;100;Items;USB Flashdrive 256GB;20;01;21.93;37.5;0;37.5;750
253;253;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 10, 2010 12:00:00.0 AM;3;$;1;2,588.75;0;I00005;100;Items;J.B. Laptop Batteries X1 series;10;01;61.9;112.5;0;112.5;1,125
253;253;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 10, 2010 12:00:00.0 AM;3;$;1;2,588.75;0;I00006;100;Items;J.B. Laptop Batteries X2 series;5;01;58.03;100;0;100;500
254;254;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 8, 2010 12:00:00.0 AM;5;$;1;2,085.55;0;I00007;100;Items;Rainbow Printer 9.5 Inkjet Cartridge;5;01;19.56;35;0;35;175
254;254;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 8, 2010 12:00:00.0 AM;5;$;1;2,085.55;0;I00008;100;Items;Rainbow Nuance Ink 6-Pack and Photo Paper Kit;6;01;27.16;48.75;0;48.75;292.5
254;254;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 8, 2010 12:00:00.0 AM;5;$;1;2,085.55;0;I00009;100;Items;SLR PreciseShot PX1500;8;01;108.11;187.5;0;187.5;1,500
255;255;C20000;Maxi-Teq;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Sep 26, 2010 12:00:00.0 AM;1;$;1;6,360;0;A00002;113;Agro;IBM Infoprint 1222;20;01;147.3;300;0;300;6,000
256;256;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 11, 2010 12:00:00.0 AM;5;CAN;0.818438;1,500;1,832.76;A00002;113;Agro;IBM Infoprint 1222;5;01;147.3;300;0;300;1,500
257;257;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Sep 27, 2010 12:00:00.0 AM;4;$;1;6,360;0;A00002;113;Agro;IBM Infoprint 1222;20;01;147.3;300;0;300;6,000
258;258;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Oct 12, 2010 12:00:00.0 AM;5;$;1;15,900;0;A00001;103;Accessories;IBM Infoprint 1312;20;01;299.31;500;0;500;10,000
258;258;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Oct 12, 2010 12:00:00.0 AM;5;$;1;15,900;0;A00002;113;Agro;IBM Infoprint 1222;20;01;147.3;250;0;250;5,000
259;259;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 25, 2010 12:00:00.0 AM;5;$;1;1,490.63;0;C00003;100;Items;Quadcore CPU 3.4 GHz;5;01;91.9;162.5;0;162.5;812.5
259;259;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 25, 2010 12:00:00.0 AM;5;$;1;1,490.63;0;C00004;100;Items;Tower Case with Power supply;5;01;24.41;43.75;0;43.75;218.75
259;259;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 25, 2010 12:00:00.0 AM;5;$;1;1,490.63;0;C00005;100;Items;WLAN Card;5;01;43.78;75;0;75;375
260;260;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Sep 16, 2010 12:00:00.0 AM;4;$;1;10,971;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;8;01;220.25;450;0;450;3,600
260;260;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Sep 16, 2010 12:00:00.0 AM;4;$;1;10,971;0;A00004;102;Rainbow Printers;Rainbow Color Printer 5.0;5;01;368.15;750;0;750;3,750
260;260;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Sep 16, 2010 12:00:00.0 AM;4;$;1;10,971;0;A00005;102;Rainbow Printers;Rainbow Color Printer 7.5;5;01;281.71;600;0;600;3,000
261;261;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 21, 2010 12:00:00.0 AM;5;$;1;1,311.75;0;I00005;100;Items;J.B. Laptop Batteries X1 series;5;01;61.63;112.5;0;112.5;562.5
261;261;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 21, 2010 12:00:00.0 AM;5;$;1;1,311.75;0;I00006;100;Items;J.B. Laptop Batteries X2 series;5;01;58.17;100;0;100;500
261;261;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 21, 2010 12:00:00.0 AM;5;$;1;1,311.75;0;I00007;100;Items;Rainbow Printer 9.5 Inkjet Cartridge;5;01;19.67;35;0;35;175
262;262;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Sep 26, 2010 12:00:00.0 AM;2;$;1;10,013.13;0;LM4029;100;Items;LeMon 4029 Printer;10;01;192.63;300;0;300;3,000
262;262;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Sep 26, 2010 12:00:00.0 AM;2;$;1;10,013.13;0;A00001;103;Accessories;IBM Infoprint 1312;10;01;299.31;500;0;500;5,000
262;262;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Sep 26, 2010 12:00:00.0 AM;2;$;1;10,013.13;0;A00002;113;Agro;IBM Infoprint 1222;5;01;147.3;250;0;250;1,250
263;263;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Sep 29, 2010 12:00:00.0 AM;4;$;1;9,659.25;0;C00006;100;Items;Gigabit Network Card;5;01;10.16;22.5;0;22.5;112.5
263;263;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Sep 29, 2010 12:00:00.0 AM;4;$;1;9,659.25;0;C00007;100;Items;Hard Disk 3TB;10;01;354.6;750;0;750;7,500
263;263;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Sep 29, 2010 12:00:00.0 AM;4;$;1;9,659.25;0;C00008;100;Items;Computer Monitor 24" HDMI;5;01;142.26;300;0;300;1,500
264;264;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 9, 2010 12:00:00.0 AM;5;$;1;3,385.38;0;C00005;100;Items;WLAN Card;7;01;43.78;75;0;75;525
264;264;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 9, 2010 12:00:00.0 AM;5;$;1;3,385.38;0;C00006;100;Items;Gigabit Network Card;9;01;10.16;18.75;0;18.75;168.75
264;264;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 9, 2010 12:00:00.0 AM;5;$;1;3,385.38;0;C00007;100;Items;Hard Disk 3TB;4;01;354.6;625;0;625;2,500
265;265;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Oct 21, 2010 12:00:00.0 AM;2;EUR;1.3866;1,457.5;1,051.14;C00008;100;Items;Computer Monitor 24" HDMI;4;01;142.26;250;0;250;1,000
265;265;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Oct 21, 2010 12:00:00.0 AM;2;EUR;1.3866;1,457.5;1,051.14;C00009;100;Items;Keyboard Comfort USB;5;01;14.1;25;0;25;125
265;265;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Oct 21, 2010 12:00:00.0 AM;2;EUR;1.3866;1,457.5;1,051.14;C00010;100;Items;Mouse USB;10;01;14.13;25;0;25;250
266;266;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Sep 10, 2010 12:00:00.0 AM;5;CAN;0.818438;712.5;870.56;C00011;100;Items;Memory DDR RAM 8GB;10;01;30.06;60;0;60;600
266;266;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Sep 10, 2010 12:00:00.0 AM;5;CAN;0.818438;712.5;870.56;I00001;100;Items;Blu-Ray Disc 10-Pack;5;01;2.13;4.5;0;4.5;22.5
266;266;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Sep 10, 2010 12:00:00.0 AM;5;CAN;0.818438;712.5;870.56;I00002;100;Items;Blu-Ray DL Disc 10-Pack;5;01;8.5;18;0;18;90
267;267;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Sep 27, 2010 12:00:00.0 AM;4;CAN;0.818438;1,225;1,496.75;I00003;100;Items;USB Flashdrive 128GB;5;01;14.67;35;0;35;175
267;267;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Sep 27, 2010 12:00:00.0 AM;4;CAN;0.818438;1,225;1,496.75;I00004;100;Items;USB Flashdrive 256GB;5;01;21.74;52.5;0;52.5;262.5
267;267;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Sep 27, 2010 12:00:00.0 AM;4;CAN;0.818438;1,225;1,496.75;I00005;100;Items;J.B. Laptop Batteries X1 series;5;01;61.63;157.5;0;157.5;787.5
268;268;C20000;Maxi-Teq;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 12, 2010 12:00:00.0 AM;1;$;1;1,168.65;0;I00006;100;Items;J.B. Laptop Batteries X2 series;5;01;58.17;120;0;120;600
268;268;C20000;Maxi-Teq;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 12, 2010 12:00:00.0 AM;1;$;1;1,168.65;0;I00007;100;Items;Rainbow Printer 9.5 Inkjet Cartridge;5;01;19.67;42;0;42;210
268;268;C20000;Maxi-Teq;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 12, 2010 12:00:00.0 AM;1;$;1;1,168.65;0;I00008;100;Items;Rainbow Nuance Ink 6-Pack and Photo Paper Kit;5;01;27.3;58.5;0;58.5;292.5
269;269;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Oct 16, 2010 12:00:00.0 AM;4;$;1;10,923.3;0;I00009;100;Items;SLR PreciseShot PX1500;5;01;108.42;225;0;225;1,125
269;269;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Oct 16, 2010 12:00:00.0 AM;4;$;1;10,923.3;0;I00010;100;Items;SLR M-CAM 40C;10;01;435.1;900;0;900;9,000
269;269;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Oct 16, 2010 12:00:00.0 AM;4;$;1;10,923.3;0;I00011;100;Items;KG USB Travel Hub;10;01;8.37;18;0;18;180
270;270;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Aug 24, 2010 12:00:00.0 AM;2;$;1;6,772.4;0;I00012;100;Items;KG PC-to-Mac Transfer Kit;1;01;31.88;56.25;0;56.25;56.25
270;270;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Aug 24, 2010 12:00:00.0 AM;2;$;1;6,772.4;0;LM4029;100;Items;LeMon 4029 Printer;9;01;192.63;300;0;300;2,700
270;270;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Aug 24, 2010 12:00:00.0 AM;2;$;1;6,772.4;0;A00001;103;Accessories;IBM Infoprint 1312;7;01;299.31;500;0;500;3,500
271;271;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 4, 2010 12:00:00.0 AM;5;$;1;7,287.5;0;A00005;102;Rainbow Printers;Rainbow Color Printer 7.5;5;01;281.71;500;0;500;2,500
271;271;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 4, 2010 12:00:00.0 AM;5;$;1;7,287.5;0;C00001;100;Items;Motherboard BTX;5;01;290.53;500;0;500;2,500
271;271;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Sep 4, 2010 12:00:00.0 AM;5;$;1;7,287.5;0;C00002;100;Items;Motherboard MicroATX;5;01;215.06;375;0;375;1,875
272;272;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jul 15, 2010 12:00:00.0 AM;2;EUR;1.3866;1,490.63;1,075.03;C00003;100;Items;Quadcore CPU 3.4 GHz;5;01;91.9;162.5;0;162.5;812.5
272;272;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jul 15, 2010 12:00:00.0 AM;2;EUR;1.3866;1,490.63;1,075.03;C00004;100;Items;Tower Case with Power supply;5;01;24.41;43.75;0;43.75;218.75
272;272;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jul 15, 2010 12:00:00.0 AM;2;EUR;1.3866;1,490.63;1,075.03;C00005;100;Items;WLAN Card;5;01;43.78;75;0;75;375
273;273;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Nov 22, 2010 12:00:00.0 AM;4;CAN;0.818438;770;940.81;C00009;100;Items;Keyboard Comfort USB;10;01;14.1;35;0;35;350
273;273;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Nov 22, 2010 12:00:00.0 AM;4;CAN;0.818438;770;940.81;C00010;100;Items;Mouse USB;10;01;14.13;35;0;35;350
273;273;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Nov 22, 2010 12:00:00.0 AM;4;CAN;0.818438;770;940.81;C00011;100;Items;Memory DDR RAM 8GB;1;01;30.06;70;0;70;70
274;274;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Sep 9, 2010 12:00:00.0 AM;2;$;1;420.83;0;I00001;100;Items;Blu-Ray Disc 10-Pack;9;01;2.13;3.75;0;3.75;33.75
274;274;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Sep 9, 2010 12:00:00.0 AM;2;$;1;420.83;0;I00002;100;Items;Blu-Ray DL Disc 10-Pack;7;01;8.5;15;0;15;105
274;274;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Sep 9, 2010 12:00:00.0 AM;2;$;1;420.83;0;I00003;100;Items;USB Flashdrive 128GB;10;01;14.67;25;0;25;250
275;275;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 24, 2010 12:00:00.0 AM;5;$;1;2,085.55;0;I00007;100;Items;Rainbow Printer 9.5 Inkjet Cartridge;5;01;19.67;35;0;35;175
275;275;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 24, 2010 12:00:00.0 AM;5;$;1;2,085.55;0;I00008;100;Items;Rainbow Nuance Ink 6-Pack and Photo Paper Kit;6;01;27.3;48.75;0;48.75;292.5
275;275;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 24, 2010 12:00:00.0 AM;5;$;1;2,085.55;0;I00009;100;Items;SLR PreciseShot PX1500;8;01;108.42;187.5;0;187.5;1,500
276;276;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 25, 2011 12:00:00.0 AM;3;$;1;4,285.07;0;C00002;100;Items;Motherboard MicroATX;9;01;215.06;375;0;375;3,375
276;276;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 25, 2011 12:00:00.0 AM;3;$;1;4,285.07;0;C00003;100;Items;Quadcore CPU 3.4 GHz;1;01;91.9;162.5;0;162.5;162.5
276;276;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 25, 2011 12:00:00.0 AM;3;$;1;4,285.07;0;C00004;100;Items;Tower Case with Power supply;9;01;24.41;43.75;0;43.75;393.75
277;277;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Apr 25, 2011 12:00:00.0 AM;3;$;1;12,262.5;0;A00002;113;Agro;IBM Infoprint 1222;5;01;147.3;250;0;250;1,250
277;277;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Apr 25, 2011 12:00:00.0 AM;3;$;1;12,262.5;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;10;01;220.25;375;0;375;3,750
277;277;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Apr 25, 2011 12:00:00.0 AM;3;$;1;12,262.5;0;A00004;102;Rainbow Printers;Rainbow Color Printer 5.0;10;01;368.15;625;0;625;6,250
278;278;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Mar 7, 2011 12:00:00.0 AM;5;CAN;0.818438;5,362.5;6,552.12;C00006;100;Items;Gigabit Network Card;5;01;10.16;22.5;0;22.5;112.5
278;278;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Mar 7, 2011 12:00:00.0 AM;5;CAN;0.818438;5,362.5;6,552.12;C00007;100;Items;Hard Disk 3TB;5;01;354.6;750;0;750;3,750
278;278;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Mar 7, 2011 12:00:00.0 AM;5;CAN;0.818438;5,362.5;6,552.12;C00008;100;Items;Computer Monitor 24" HDMI;5;01;142.26;300;0;300;1,500
279;279;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 12, 2011 12:00:00.0 AM;3;$;1;2,588.75;0;I00004;100;Items;USB Flashdrive 256GB;20;01;21.74;37.5;0;37.5;750
279;279;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 12, 2011 12:00:00.0 AM;3;$;1;2,588.75;0;I00005;100;Items;J.B. Laptop Batteries X1 series;10;01;61.63;112.5;0;112.5;1,125
279;279;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 12, 2011 12:00:00.0 AM;3;$;1;2,588.75;0;I00006;100;Items;J.B. Laptop Batteries X2 series;5;01;58.17;100;0;100;500
280;280;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jun 21, 2011 12:00:00.0 AM;5;$;1;1,722.5;0;C00008;100;Items;Computer Monitor 24" HDMI;5;01;142.52;250;0;250;1,250
280;280;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jun 21, 2011 12:00:00.0 AM;5;$;1;1,722.5;0;C00009;100;Items;Keyboard Comfort USB;5;01;14.1;25;0;25;125
280;280;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jun 21, 2011 12:00:00.0 AM;5;$;1;1,722.5;0;C00010;100;Items;Mouse USB;10;01;14.14;25;0;25;250
281;281;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Feb 8, 2011 12:00:00.0 AM;4;$;1;588.3;0;I00002;100;Items;Blu-Ray DL Disc 10-Pack;10;01;8.49;18;0;18;180
281;281;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Feb 8, 2011 12:00:00.0 AM;4;$;1;588.3;0;I00003;100;Items;USB Flashdrive 128GB;5;01;14.66;30;0;30;150
281;281;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Feb 8, 2011 12:00:00.0 AM;4;$;1;588.3;0;I00004;100;Items;USB Flashdrive 256GB;5;01;21.73;45;0;45;225
282;282;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jan 31, 2011 12:00:00.0 AM;3;$;1;851.57;0;C00004;100;Items;Tower Case with Power supply;5;01;24.41;43.75;0;43.75;218.75
282;282;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jan 31, 2011 12:00:00.0 AM;3;$;1;851.57;0;C00005;100;Items;WLAN Card;5;01;43.8;75;0;75;375
282;282;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jan 31, 2011 12:00:00.0 AM;3;$;1;851.57;0;C00006;100;Items;Gigabit Network Card;10;01;10.16;18.75;0;18.75;187.5
283;283;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jun 28, 2011 12:00:00.0 AM;2;EUR;1.3866;5,227.13;3,769.74;I00008;100;Items;Rainbow Nuance Ink 6-Pack and Photo Paper Kit;5;01;27.3;48.75;0;48.75;243.75
283;283;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jun 28, 2011 12:00:00.0 AM;2;EUR;1.3866;5,227.13;3,769.74;I00009;100;Items;SLR PreciseShot PX1500;5;01;108.42;187.5;0;187.5;937.5
283;283;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jun 28, 2011 12:00:00.0 AM;2;EUR;1.3866;5,227.13;3,769.74;I00010;100;Items;SLR M-CAM 40C;5;01;435.16;750;0;750;3,750
284;284;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 2, 2011 12:00:00.0 AM;2;EUR;1.3866;10,600;7,644.59;A00004;102;Rainbow Printers;Rainbow Color Printer 5.0;8;01;368.17;625;0;625;5,000
284;284;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 2, 2011 12:00:00.0 AM;2;EUR;1.3866;10,600;7,644.59;A00005;102;Rainbow Printers;Rainbow Color Printer 7.5;5;01;281.49;500;0;500;2,500
284;284;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 2, 2011 12:00:00.0 AM;2;EUR;1.3866;10,600;7,644.59;C00001;100;Items;Motherboard BTX;5;01;290.56;500;0;500;2,500
285;285;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Feb 9, 2011 12:00:00.0 AM;4;CAN;0.818438;9,625;11,760.21;A00005;102;Rainbow Printers;Rainbow Color Printer 7.5;5;01;281.49;700;0;700;3,500
285;285;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Feb 9, 2011 12:00:00.0 AM;4;CAN;0.818438;9,625;11,760.21;C00001;100;Items;Motherboard BTX;5;01;290.56;700;0;700;3,500
285;285;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Feb 9, 2011 12:00:00.0 AM;4;CAN;0.818438;9,625;11,760.21;C00002;100;Items;Motherboard MicroATX;5;01;215.06;525;0;525;2,625
286;286;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jan 21, 2011 12:00:00.0 AM;5;$;1;682.38;0;C00010;100;Items;Mouse USB;5;01;14.14;25;0;25;125
286;286;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jan 21, 2011 12:00:00.0 AM;5;$;1;682.38;0;C00011;100;Items;Memory DDR RAM 8GB;10;01;30.05;50;0;50;500
